task,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
markey_agreement__n-1,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,293.1
markey_agreement__n-1,True,2,1,1,2,0.890783,0.890783,0.839,0.5,0,2,339.9
markey_agreement__n-1,True,2,1,2,2,1.0,1.0,1.0,0.5,0,2,758.0
markey_agreement__n-1,True,2,2,1,1,1.0,1.0,1.0,0.5,0,3,406.2
markey_agreement__n-1,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,549.3
parity_a,False,1,1,1,0,0.508309,0.508309,0.5,,0,1,79.4
parity_a,False,1,1,2,1,0.511241,0.511241,0.507,,0,1,336.0
parity_a,False,1,2,1,1,0.508309,0.508309,0.5,,0,1,217.9
parity_a,False,1,2,2,1,0.508309,0.508309,0.5,,0,2,357.1
parity_a,False,1,3,1,0,0.505376,0.505376,0.493,,0,2,214.1
parity_a,False,1,3,2,0,0.508309,0.508309,0.5,,0,3,547.2
parity_a,False,2,1,1,1,0.508309,0.508309,0.5,,0,2,213.5
parity_a,False,2,1,2,0,0.537634,0.537634,0.5,,0,2,486.1
parity_a,False,2,2,1,2,0.529814,0.529814,0.5,,0,4,292.5
parity_a,False,2,2,2,0,0.511241,0.511241,0.507,,0,4,783.8
parity_a,False,2,3,1,1,0.508309,0.508309,0.5,,0,4,430.1
parity_a,False,2,3,2,2,0.537634,0.537634,0.5,,0,6,1445.5
parity_a,False,3,1,1,1,0.537634,0.537634,0.5,,0,3,232.9
parity_a,False,3,1,2,2,0.603128,0.603128,0.5,,0,3,632.8
parity_a,False,3,2,1,1,0.536657,0.536657,0.5095,,0,5,592.3
parity_a,False,3,2,2,2,0.557185,0.557185,0.493,,0,6,1208.4
parity_a,False,3,3,1,1,0.603128,0.603128,0.5,,0,8,874.0
parity_a,False,3,3,2,0,0.537634,0.537634,0.5,,0,7,1931.2
two_var__monotone_past__sigma-2,True,1,1,1,0,1.0,1.0,1.0,0.0,0,1,13.4
two_var__monotone_past__sigma-2,True,1,1,2,0,1.0,1.0,1.0,0.0,0,1,36.1
two_var__monotone_past__sigma-2,True,1,2,1,0,1.0,1.0,1.0,0.0,0,1,25.1
two_var__monotone_past__sigma-2,True,1,2,2,0,1.0,1.0,1.0,0.0,0,2,60.6
two_var__monotone_past__sigma-2,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,26.3
two_var__monotone_past__sigma-2,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,77.7
two_var__monotone_past__sigma-2,True,2,2,1,0,1.0,1.0,1.0,0.0,0,3,47.8
two_var__monotone_past__sigma-2,True,2,2,2,0,1.0,1.0,1.0,0.0,0,3,128.5
two_var__monotone_past__sigma-4,True,1,1,1,0,1.0,1.0,1.0,0.0,0,1,43.4
two_var__monotone_past__sigma-4,True,1,1,2,0,1.0,1.0,1.0,0.0,0,1,130.3
two_var__monotone_past__sigma-4,True,1,2,1,0,1.0,1.0,1.0,0.0,0,2,83.7
two_var__monotone_past__sigma-4,True,1,2,2,0,1.0,1.0,1.0,0.0,0,2,222.1
two_var__monotone_past__sigma-4,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,92.3
two_var__monotone_past__sigma-4,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,219.7
two_var__monotone_past__sigma-4,True,2,2,1,0,1.0,1.0,1.0,0.0,0,3,161.7
two_var__monotone_past__sigma-4,True,2,2,2,0,1.0,1.0,1.0,0.0,0,2,457.8
two_var__prev_repeats__sigma-2,True,1,1,1,2,0.761408,0.761408,0.743,0.5,0,1,69.5
two_var__prev_repeats__sigma-2,True,1,1,2,2,0.761408,0.761408,0.743,0.5,0,1,153.4
two_var__prev_repeats__sigma-2,True,1,2,1,0,0.761408,0.761408,0.743,0.5,0,2,98.5
two_var__prev_repeats__sigma-2,True,1,2,2,1,1.0,1.0,1.0,0.5,0,2,183.3
two_var__prev_repeats__sigma-2,True,2,1,1,1,0.761408,0.761408,0.743,0.5,0,1,146.3
two_var__prev_repeats__sigma-2,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,100.5
two_var__prev_repeats__sigma-2,True,2,2,1,1,1.0,1.0,1.0,0.5,0,4,129.0
two_var__prev_repeats__sigma-2,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,199.0
two_var__prev_repeats__sigma-4,True,1,1,1,2,0.677677,0.677677,0.618,0.5,0,1,171.7
two_var__prev_repeats__sigma-4,True,1,1,2,2,0.80927,0.80927,0.796,0.5,0,1,390.5
two_var__prev_repeats__sigma-4,True,1,2,1,2,0.693127,0.693127,0.5275,0.5,0,2,240.9
two_var__prev_repeats__sigma-4,True,1,2,2,0,0.882792,0.882792,0.842,0.5,0,2,717.2
two_var__prev_repeats__sigma-4,True,2,1,1,0,0.701119,0.701119,0.7145,0.5,0,2,419.5
two_var__prev_repeats__sigma-4,True,2,1,2,1,0.976558,0.976558,0.984,0.5,0,2,835.4
two_var__prev_repeats__sigma-4,True,2,2,1,2,0.797017,0.797017,0.7105,0.5,0,4,487.2
two_var__prev_repeats__sigma-4,True,2,2,2,2,0.968567,0.968567,0.964,0.5,0,4,1663.5
two_var__same_letter_before__sigma-2,True,1,1,1,0,0.899609,0.899609,0.926209,0.848176,0,1,52.3
two_var__same_letter_before__sigma-2,True,1,1,2,0,1.0,1.0,1.0,0.848176,0,1,54.5
two_var__same_letter_before__sigma-2,True,1,2,1,0,0.95176,0.95176,1.0,0.848176,0,2,97.0
two_var__same_letter_before__sigma-2,True,1,2,2,0,1.0,1.0,1.0,0.848176,0,2,84.8
two_var__same_letter_before__sigma-2,True,2,1,1,0,0.95176,0.95176,1.0,0.848176,0,2,109.5
two_var__same_letter_before__sigma-2,True,2,1,2,0,1.0,1.0,1.0,0.848176,0,2,94.3
two_var__same_letter_before__sigma-2,True,2,2,1,1,0.976532,0.976532,1.0,0.848176,0,4,237.9
two_var__same_letter_before__sigma-2,True,2,2,2,0,1.0,1.0,1.0,0.848176,0,2,180.3
two_var__same_letter_before__sigma-4,True,1,1,1,2,0.699521,0.699521,0.6295,0.5,0,1,214.0
two_var__same_letter_before__sigma-4,True,1,1,2,0,0.755994,0.755994,0.767,0.5,0,1,421.0
two_var__same_letter_before__sigma-4,True,1,2,1,2,0.64358,0.64358,0.628,0.5,0,2,359.4
two_var__same_letter_before__sigma-4,True,1,2,2,1,1.0,1.0,1.0,0.5,0,2,501.4
two_var__same_letter_before__sigma-4,True,2,1,1,2,0.605754,0.605754,0.5,0.5,0,1,379.5
two_var__same_letter_before__sigma-4,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,273.1
two_var__same_letter_before__sigma-4,True,2,2,1,0,0.759723,0.759723,0.75,0.5,0,3,663.9
two_var__same_letter_before__sigma-4,True,2,2,2,0,0.996271,0.996271,1.0,0.5,0,4,1491.6
two_var__since_same_letter__sigma-2,True,1,1,1,0,0.885845,0.885845,0.828,0.5,0,1,120.0
two_var__since_same_letter__sigma-2,True,1,1,2,0,1.0,1.0,1.0,0.5,0,1,76.9
two_var__since_same_letter__sigma-2,True,1,2,1,1,0.885845,0.885845,0.828,0.5,0,2,179.4
two_var__since_same_letter__sigma-2,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,174.6
two_var__since_same_letter__sigma-2,True,2,1,1,0,0.885845,0.885845,0.828,0.5,0,2,205.5
two_var__since_same_letter__sigma-2,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,142.8
two_var__since_same_letter__sigma-2,True,2,2,1,0,0.938356,0.938356,0.9135,0.5,0,4,268.0
two_var__since_same_letter__sigma-2,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,267.0
y_depth__k-1,True,1,1,1,0,1.0,1.0,1.0,0.5,0,1,24.0
y_depth__k-1,True,1,1,2,0,1.0,1.0,1.0,0.5,0,1,50.0
y_depth__k-1,True,1,2,1,0,1.0,1.0,1.0,0.5,0,2,52.9
y_depth__k-1,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,105.4
y_depth__k-1,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,37.3
y_depth__k-1,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,113.5
y_depth__k-1,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,62.1
y_depth__k-1,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,189.5
y_depth__k-5,True,5,1,1,0,0.558018,0.558018,0.548,0.5,0,2,272.1
y_depth__k-5,True,5,1,2,0,0.541069,0.541069,0.5,0.5,0,5,784.0
y_depth__k-5,True,5,2,1,0,0.541069,0.541069,0.5,0.5,0,8,782.6
y_depth__k-5,True,5,2,2,1,0.650587,0.650587,0.552,0.5,0,9,1588.7
y_depth__k-5,True,6,1,1,1,0.636245,0.636245,0.591,0.5,0,6,330.7
y_depth__k-5,True,6,1,2,2,0.621904,0.621904,0.599,0.5,0,6,1117.5
y_depth__k-5,True,6,2,1,0,0.607562,0.607562,0.5245,0.5,0,10,682.2
y_depth__k-5,True,6,2,2,2,0.741851,0.741851,0.5265,0.5,0,8,3011.8
y_depth__no_two_a__k-1,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,43.6
y_depth__no_two_a__k-1,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,102.2
y_depth__no_two_a__k-1,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,75.9
y_depth__no_two_a__k-1,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,180.5
y_depth__no_two_a__k-1,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,53.7
y_depth__no_two_a__k-1,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,150.6
y_depth__no_two_a__k-1,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,133.4
y_depth__no_two_a__k-1,True,3,2,2,0,1.0,1.0,1.0,0.5,0,4,312.7
y_depth__no_two_a__k-5,True,6,1,1,0,0.624511,0.624511,0.5,0.5,0,6,361.5
y_depth__no_two_a__k-5,True,6,1,2,0,0.624511,0.624511,0.5,0.5,0,6,928.0
y_depth__no_two_a__k-5,True,6,2,1,2,0.657106,0.657106,0.6835,0.5,0,10,737.6
y_depth__no_two_a__k-5,True,6,2,2,2,0.73794,0.73794,0.7105,0.5,0,12,1987.2
y_depth__no_two_a__k-5,True,7,1,1,0,0.685789,0.685789,0.6825,0.5,0,6,348.6
y_depth__no_two_a__k-5,True,7,1,2,2,0.71708,0.71708,0.605,0.5,0,7,1150.2
y_depth__no_two_a__k-5,True,7,2,1,0,0.624511,0.624511,0.5,0.5,0,9,865.1
y_depth__no_two_a__k-5,True,7,2,2,1,0.711864,0.711864,0.7115,0.5,0,13,2418.0
